"gpu","method","size","threads","blocks","max_value", "time"
TITAN RTX,bitonic,16777216,128,96,-1,5609.248535
TITAN RTX,bitonic,16,128,192,-1,0.063264
TITAN RTX,bitonic,128,128,192,-1,0.109088
TITAN RTX,bitonic,1024,128,192,-1,0.184384
TITAN RTX,bitonic,16384,128,192,-1,1.241568
TITAN RTX,bitonic,131072,128,192,-1,12.222464
TITAN RTX,bitonic,1048576,128,192,-1,127.197121
TITAN RTX,bitonic,16777216,128,192,-1,4171.760742
TITAN RTX,bitonic,16,256,1,-1,0.084128
TITAN RTX,bitonic,128,256,1,-1,0.111136
TITAN RTX,bitonic,1024,256,1,-1,0.180576
TITAN RTX,bitonic,16384,256,1,-1,1.898816
TITAN RTX,bitonic,131072,256,1,-1,17.642401
TITAN RTX,bitonic,1048576,256,1,-1,178.492218
TITAN RTX,bitonic,16777216,256,1,-1,5807.386230
TITAN RTX,bitonic,16,256,4,-1,0.084032
TITAN RTX,bitonic,128,256,4,-1,0.110272
TITAN RTX,bitonic,1024,256,4,-1,0.180192
TITAN RTX,bitonic,16384,256,4,-1,1.704768
TITAN RTX,bitonic,131072,256,4,-1,16.646175
TITAN RTX,bitonic,1048576,256,4,-1,167.214142
TITAN RTX,bitonic,16777216,256,4,-1,5336.905273
TITAN RTX,bitonic,16,1024,1,-1,0.065728
TITAN RTX,bitonic,128,1024,1,-1,0.110624
TITAN RTX,bitonic,1024,1024,1,-1,0.176800
TITAN RTX,bitonic,16384,1024,1,-1,0.765344
TITAN RTX,bitonic,131072,1024,1,-1,5.809376
TITAN RTX,bitonic,1048576,1024,1,-1,53.249535
TITAN RTX,bitonic,16777216,1024,1,-1,1620.514648
TITAN RTX,bitonic,16,1024,4,-1,0.065984
TITAN RTX,bitonic,128,1024,4,-1,0.108704
TITAN RTX,bitonic,1024,1024,4,-1,0.184768
TITAN RTX,bitonic,16384,1024,4,-1,0.654496
TITAN RTX,bitonic,131072,1024,4,-1,5.272320
TITAN RTX,bitonic,1048576,1024,4,-1,50.173534
TITAN RTX,bitonic,16777216,1024,4,-1,1507.109741
TITAN RTX,bitonic,16,1024,192,-1,0.060992
TITAN RTX,bitonic,128,1024,192,-1,0.110560
TITAN RTX,bitonic,1024,1024,192,-1,0.181472
TITAN RTX,bitonic,16384,1024,192,-1,0.536864
TITAN RTX,bitonic,131072,1024,192,-1,3.965824
TITAN RTX,bitonic,1048576,1024,192,-1,105.536545
TITAN RTX,bitonic,16777216,1024,192,-1,3464.336426
